"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","WAR","playerid"
"1998","Tony Gwynn","Padres","127","461","505","148","97","35","0","16","65","69","35","18","3","1",".321",".364",".501",".865","1.2","1005166"
"2000","Luis Castillo","Marlins","136","539","626","180","158","17","3","2","101","17","78","86","62","22",".334",".418",".388",".806","3.8","513"
"1985","Gary Carter","Mets","149","555","633","156","106","17","1","32","83","100","69","46","1","1",".281",".365",".488",".853","6.7","1002015"
"2019","Justin Turner","Dodgers","135","479","549","139","88","24","0","27","80","67","51","88","2","0",".290",".372",".509",".881","3.4","5235"
"2011","Todd Helton","Rockies","124","421","491","127","86","27","0","14","59","69","59","71","0","1",".302",".385",".466",".850","2.3","432"
"1940","Babe Young","Giants","149","556","632","159","111","27","4","17","75","101","69","28","4","",".286",".367",".441",".807","3.2","1014363"
"1962","Billy Williams","Cubs","159","618","699","184","132","22","8","22","94","91","70","72","9","9",".298",".369",".466",".835","2.9","1013975"
"2002","Scott Rolen","- - -","155","580","667","154","86","29","8","31","89","110","72","102","8","4",".266",".357",".503",".860","6.5","970"
"1945","Johnny Barrett","Pirates","142","507","594","130","82","29","4","15","97","67","79","68","25","",".256",".357",".418",".775","2.9","1000597"
"1986","Denny Walling","Astros","130","382","422","119","82","23","1","13","54","58","36","31","1","1",".312",".367",".479",".846","3.9","1013559"
"1943","Dixie Walker","Dodgers","138","540","596","163","120","32","6","5","83","71","49","24","3","",".302",".363",".411",".774","2.9","1013512"
"2018","Joey Votto","Reds","145","503","623","143","101","28","2","12","67","67","108","101","2","0",".284",".417",".419",".837","3.5","4314"
"1973","Johnny Grubb","Padres","113","389","432","121","88","22","3","8","52","37","37","50","9","3",".311",".373",".445",".818","2.5","1005103"
"2016","Aledmys Diaz","Cardinals","111","404","460","121","73","28","3","17","71","65","41","60","4","4",".300",".369",".510",".879","2.6","15937"
"1975","Rick Monday","Cubs","136","491","583","131","81","29","4","17","89","60","83","95","8","3",".267",".373",".446",".819","1.0","1009051"
"1996","Henry Rodriguez","Expos","145","532","576","147","68","42","1","36","81","103","37","160","2","0",".276",".325",".562",".887","2.2","1427"
"1965","Pete Rose","Reds","162","670","757","209","152","35","11","11","117","81","69","76","8","3",".312",".382",".446",".828","5.2","1011217"
"1974","Gary Matthews","Giants","154","561","638","161","112","27","6","16","87","82","70","69","11","9",".287",".368",".442",".810","3.4","1008255"
"1986","Steve Sax","Dodgers","157","633","704","210","157","43","4","6","91","56","59","58","40","17",".332",".390",".441",".830","4.5","1011481"
"2010","Chase Utley","Phillies","115","425","511","117","79","20","2","16","75","65","63","63","13","2",".275",".387",".445",".832","5.2","1679"
"2004","Ryan Klesko","Padres","127","402","480","117","74","32","2","9","58","66","73","67","3","2",".291",".399",".448",".847","1.7","1041"
"1977","Dan Driessen","Reds","151","536","608","161","109","31","4","17","75","91","64","85","31","13",".300",".375",".468",".843","2.8","1003501"
"1944","Whitey Kurowski","Cardinals","149","555","625","150","98","25","7","20","95","87","58","40","2","",".270",".341",".449",".790","3.9","1007215"
"1953","Hank Sauer","Cubs","108","395","447","104","64","16","5","19","61","60","50","56","0","0",".263",".349",".473",".822","1.4","1011459"
"1996","Hal Morris","Reds","142","528","594","165","113","32","4","16","82","80","50","76","7","5",".313",".374",".479",".853","2.6","1009209"
"1985","Mike Scioscia","Dodgers","141","429","526","127","91","26","3","7","47","53","77","21","3","3",".296",".407",".420",".826","5.5","1011667"
"1999","Matt Williams","Diamondbacks","154","627","678","190","116","37","2","35","98","142","41","93","2","0",".303",".344",".536",".880","4.0","77"
"2004","Jeff Kent","Astros","145","540","606","156","87","34","8","27","96","107","49","96","7","3",".289",".348",".531",".880","4.2","1119"
"2003","Steve Finley","Diamondbacks","147","516","582","148","92","24","10","22","82","70","57","94","15","8",".287",".363",".500",".863","3.4","54"
"1965","Bill White","Cardinals","148","543","618","157","104","26","3","24","82","73","63","86","3","3",".289",".364",".481",".845","4.5","1013855"
"2014","Matt Kemp","Dodgers","150","541","599","155","89","38","3","25","77","89","52","145","8","5",".287",".346",".506",".852","2.5","5631"
"1976","Keith Hernandez","Cardinals","129","374","428","108","75","21","5","7","54","46","49","53","4","2",".289",".376",".428",".803","3.2","1005706"
"2008","Adrian Gonzalez","Padres","162","616","700","172","103","32","1","36","103","119","74","142","0","0",".279",".361",".510",".871","3.1","1908"
"1983","Leon Durham","Cubs","100","337","409","87","49","18","8","12","58","55","66","83","12","6",".258",".381",".466",".847","1.2","1003592"
"2010","Scott Rolen","Reds","133","471","537","134","77","34","3","20","66","83","50","82","1","2",".285",".358",".497",".854","4.6","970"
"2010","Hanley Ramirez","Marlins","142","543","619","163","112","28","2","21","92","76","64","93","32","10",".300",".378",".475",".853","4.1","8001"
"2007","Carlos Beltran","Mets","144","554","636","153","84","33","3","33","93","112","69","111","23","2",".276",".353",".525",".878","5.1","589"
"1940","Joe Orengo","Cardinals","129","415","496","119","85","23","4","7","58","56","65","90","9","",".287",".383",".412",".795","2.2","1009832"
"1996","Ron Gant","Cardinals","122","419","500","103","57","14","2","30","74","82","73","98","13","4",".246",".359",".504",".862","3.3","1032"
"1983","Keith Moreland","Cubs","154","533","619","161","112","30","3","16","76","70","68","73","0","3",".302",".378",".460",".838","1.6","1009161"
"2006","Jeff Kent","Dodgers","115","407","473","119","75","27","3","14","61","68","55","69","1","2",".292",".385",".477",".861","1.7","1119"
"1944","Johnny Barrett","Pirates","149","568","661","153","103","24","19","7","99","83","86","56","28","",".269",".366",".415",".782","4.3","1000597"
"1945","Danny Gardella","Giants","121","430","484","117","88","10","1","18","54","71","46","55","2","",".272",".349",".426",".775","1.8","1004513"
"2016","Yoenis Cespedes","Mets","132","479","543","134","77","25","1","31","72","86","51","108","3","1",".280",".354",".530",".884","3.7","13110"
"1999","Craig Biggio","Astros","160","639","749","188","116","56","0","16","123","73","88","107","28","14",".294",".386",".457",".843","4.9","549"
"1982","Andre Dawson","Expos","148","607","659","183","116","37","7","23","107","83","34","95","39","10",".301",".344",".499",".843","7.4","1003091"
"1974","Darrell Evans","Braves","160","571","710","137","88","21","3","25","99","79","126","88","4","2",".240",".381",".419",".800","6.8","1003864"
"1997","Jason Kendall","Pirates","144","486","572","143","95","36","4","8","71","49","49","53","18","6",".294",".391",".434",".825","4.5","993"
"1989","Bobby Bonilla","Pirates","163","616","698","173","102","37","10","24","96","86","76","93","8","8",".281",".358",".490",".848","4.3","1001168"
"1940","Joe Medwick","- - -","143","581","616","175","116","30","12","17","83","86","32","36","2","",".301",".341",".482",".823","3.6","1008719"
"1969","Bobby Tolan","Reds","152","637","691","194","138","25","10","21","104","93","27","92","26","12",".305",".347",".474",".821","5.1","1013100"
"1975","Gary Matthews","Giants","116","425","494","119","82","22","3","12","67","58","65","53","13","4",".280",".377",".431",".807","2.8","1008255"
"1931","Harvey Hendrick","- - -","138","531","594","167","125","32","9","1","74","75","53","40","3","",".315",".379",".414",".793","2.2","1005643"
"1936","Gabby Hartnett","Cubs","121","424","468","130","92","25","6","7","49","64","30","36","0","",".307",".361",".443",".804","2.9","1005458"
"2001","Jose Vidro","Expos","124","486","531","155","105","34","1","15","82","59","31","49","4","1",".319",".371",".486",".856","2.5","802"
"2019","Ronald Acuna Jr.","Braves","156","626","715","175","110","22","2","41","127","101","76","188","37","9",".280",".365",".518",".883","5.6","18401"
"1957","Ed Bailey","Redlegs","122","391","472","102","65","15","2","20","54","48","73","69","5","3",".261",".377",".463",".840","3.9","1000421"
"2017","Eric Thames","Brewers","138","469","551","116","55","26","4","31","83","63","75","163","4","2",".247",".359",".518",".877","2.1","3711"
"1949","Johnny Mize","Giants","106","388","442","102","69","15","0","18","59","62","50","19","1","",".263",".351",".441",".792","2.0","1009014"
"1991","John Kruk","Phillies","152","538","615","158","104","27","6","21","84","92","67","100","7","0",".294",".367",".483",".851","4.9","1007184"
"1965","Vada Pinson","Reds","159","669","728","204","138","34","10","22","97","94","43","81","21","8",".305",".352",".484",".836","5.3","1010360"
"2010","Colby Rasmus","Cardinals","144","464","534","128","74","28","3","23","85","66","63","148","12","8",".276",".361",".498",".859","4.0","9893"
"1995","Bernard Gilkey","Cardinals","121","480","531","143","89","33","4","17","73","69","42","70","12","6",".298",".358",".490",".848","2.8","1004706"
"1957","Bob Skinner","Pirates","126","387","431","118","87","12","6","13","58","45","38","50","10","4",".305",".370",".468",".838","2.9","1012037"
"1982","Bill Madlock","Pirates","154","568","634","181","126","33","3","19","92","95","48","39","18","6",".319",".368",".488",".856","5.4","1007957"
"1974","Joe Ferguson","Dodgers","111","349","430","88","57","14","1","16","54","57","75","73","2","2",".252",".380",".436",".815","3.7","1003990"
"1994","Wil Cordero","Expos","110","415","467","122","74","30","3","15","65","63","41","62","16","3",".294",".363",".489",".853","2.3","770"
"1931","Hack Wilson","Cubs","112","395","458","103","64","22","4","13","66","61","63","69","1","",".261",".362",".435",".798","1.4","1014083"
"1950","Carl Furillo","Dodgers","153","620","669","189","135","30","6","18","99","106","41","40","8","",".305",".353",".460",".813","2.1","1004409"
"1971","Dick Dietz","Giants","142","453","558","114","76","19","0","19","58","72","97","86","1","3",".252",".387",".419",".806","4.0","1003290"
"2008","Ryan Doumit","Pirates","116","431","465","137","88","34","0","15","71","69","23","55","2","2",".318",".357",".501",".858","-3.4","2113"
"1963","Johnny Callison","Phillies","157","626","692","178","105","36","11","26","96","78","50","111","8","3",".284",".339",".502",".840","7.1","1001851"
"2007","Russell Martin","Dodgers","151","540","620","158","104","32","3","19","87","87","67","89","21","9",".293",".374",".469",".843","5.5","4616"
"2006","Nomar Garciaparra","Dodgers","122","469","523","142","89","31","2","20","82","93","42","30","3","0",".303",".367",".505",".872","2.0","190"
"1970","Tony Taylor","Phillies","124","439","495","132","88","26","9","9","74","55","50","67","9","11",".301",".374",".462",".837","2.3","1012892"
"1958","Orlando Cepeda","Giants","148","603","644","188","121","38","4","25","88","96","29","84","15","11",".312",".342",".512",".854","3.0","1002103"
"2007","Ken Griffey Jr.","Reds","144","528","623","146","91","24","1","30","78","93","85","99","6","1",".277",".372",".496",".869","-0.6","327"
"1954","Jim Greengrass","Redlegs","139","542","590","152","94","27","4","27","79","95","41","81","0","3",".280",".329",".494",".823","1.8","1005000"
"1998","Ken Caminiti","Padres","131","452","536","114","56","29","0","29","87","82","71","108","6","2",".252",".353",".509",".862","2.6","1001863"
"1983","Keith Hernandez","- - -","150","538","633","160","118","23","7","12","77","63","88","72","9","5",".297",".396",".433",".829","5.4","1005706"
"1998","Gary Gaetti","- - -","128","434","492","122","68","34","1","19","60","70","43","62","1","1",".281",".356",".495",".852","3.1","1004422"
"1997","Chipper Jones","Braves","157","597","679","176","111","41","3","21","100","111","76","88","20","5",".295",".371",".479",".850","3.7","97"
"2010","Carlos Ruiz","Phillies","121","371","433","112","75","28","1","8","43","53","55","54","0","1",".302",".400",".447",".847","3.8","2579"
"1988","Andre Dawson","Cubs","157","591","640","179","116","31","8","24","78","79","37","73","12","4",".303",".344",".504",".849","4.2","1003091"
"2014","Jonathan Lucroy","Brewers","153","585","655","176","108","53","2","13","73","69","66","71","4","4",".301",".373",".465",".837","8.2","7870"
"2007","Garrett Atkins","Rockies","157","605","684","182","121","35","1","25","83","111","67","96","3","1",".301",".367",".486",".853","2.1","1790"
"2018","David Peralta","Diamondbacks","146","560","614","164","104","25","5","30","75","87","48","124","4","0",".293",".352",".516",".868","3.9","2136"
"1997","Edgardo Alfonzo","Mets","151","518","599","163","124","27","2","10","84","72","63","56","11","6",".315",".391",".432",".823","5.6","859"
"2008","Alfonso Soriano","Cubs","109","453","503","127","71","27","0","29","76","75","43","103","19","3",".280",".344",".532",".876","3.8","847"
"1980","Dusty Baker","Dodgers","153","579","638","170","111","26","4","29","80","97","43","66","12","10",".294",".339",".503",".842","4.3","1000450"
"1937","Jo-Jo Moore","Giants","142","580","633","180","127","37","10","6","89","57","46","37","7","",".310",".364",".440",".804","2.8","1009117"
"2010","Ryan Howard","Phillies","143","550","620","152","93","23","5","31","87","108","59","157","1","1",".276",".353",".505",".859","0.9","2154"
"1972","Darrell Evans","Braves","125","418","521","106","75","12","0","19","67","71","90","58","4","2",".254",".384",".419",".803","4.3","1003864"
"1961","Ron Santo","Cubs","154","578","655","164","103","32","6","23","84","83","73","77","2","3",".284",".362",".479",".842","2.7","1011447"
"1983","Tim Raines","Expos","156","615","720","183","132","32","8","11","133","71","97","70","90","14",".298",".393",".429",".822","6.0","1406"
