"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","WAR","playerid"
"1932","Gus Suhr","Pirates","154","581","654","153","101","31","16","5","78","81","63","39","7","",".263",".337",".398",".735","1.0","1012674"
"2004","Reggie Sanders","Cardinals","135","446","487","116","64","27","3","22","64","67","33","118","21","5",".260",".315",".482",".797","2.4","1129"
"2010","Brandon Phillips","Reds","155","626","687","172","116","33","5","18","100","59","46","83","16","12",".275",".332",".430",".762","3.8","791"
"1977","Steve Yeager","Dodgers","125","387","438","99","60","21","2","16","53","55","43","84","1","3",".256",".334",".444",".779","3.0","1014332"
"1974","Dave Cash","Phillies","162","687","745","206","166","27","11","2","89","58","46","33","20","8",".300",".351",".380",".731","4.6","1002041"
"1978","Dan Driessen","Reds","153","524","612","131","89","23","3","16","68","70","75","79","28","9",".250",".345",".397",".742","2.7","1003501"
"1960","Willie Kirkland","Giants","146","515","567","130","78","21","10","21","59","65","44","86","12","7",".252",".315",".454",".769","2.3","1006968"
"2017","Kolten Wong","Cardinals","108","354","411","101","67","27","3","4","55","42","41","60","8","2",".285",".376",".412",".788","2.2","12532"
"1956","Roberto Clemente","Pirates","147","543","572","169","125","30","7","7","66","60","13","58","6","6",".311",".330",".431",".761","1.8","1002340"
"1952","Johnny Wyrostek","- - -","128","427","496","113","88","17","6","2","57","47","62","33","2","9",".265",".359",".347",".706","1.5","1014314"
"2007","Carlos Delgado","Mets","139","538","607","139","85","30","0","24","71","87","52","118","4","0",".258",".333",".448",".781","0.5","1297"
"1985","Jason Thompson","Pirates","123","402","490","97","67","17","1","12","42","61","84","58","0","0",".241",".369",".378",".747","0.9","1013014"
"1987","Chili Davis","Giants","149","500","578","125","78","22","1","24","80","76","72","109","16","9",".250",".344",".442",".786","1.6","1003041"
"1986","Johnny Ray","Pirates","155","579","654","174","134","33","0","7","67","78","58","47","6","9",".301",".363",".394",".757","4.5","1010727"
"1985","Ozzie Virgil","Phillies","131","426","483","105","67","16","3","19","47","55","49","85","0","0",".246",".330",".432",".762","2.2","1013439"
"1935","Ival Goodman","Reds","148","592","637","159","106","23","18","12","86","72","35","50","14","",".269",".314",".429",".743","2.2","1004857"
"1960","Del Crandall","Braves","142","537","596","158","124","14","1","19","81","77","34","36","4","6",".294",".334",".430",".764","4.0","1002729"
"1987","Vance Law","Expos","133","436","492","119","79","27","1","12","52","56","51","62","8","5",".273",".347",".422",".769","1.2","1007409"
"2006","Wilson Betemit","- - -","143","373","412","98","57","23","0","18","49","53","36","102","3","1",".263",".326",".469",".795","0.4","1861"
"2002","Reggie Sanders","Giants","140","505","571","126","74","23","6","23","75","85","47","121","18","6",".250",".324",".455",".779","3.1","1129"
"1990","Tony Gwynn","Padres","141","573","629","177","134","29","10","4","79","72","44","23","17","8",".309",".357",".415",".772","2.8","1005166"
"1953","Andy Seminick","Reds","119","387","438","91","60","12","0","19","46","64","49","82","2","2",".235",".323",".413",".736","1.5","1011742"
"1933","George Watkins","Cardinals","138","525","585","146","112","24","5","5","66","62","39","62","11","",".278",".342",".371",".713","1.5","1013671"
"2018","Josh Bell","Pirates","148","501","583","131","84","31","4","12","74","62","77","104","2","5",".261",".357",".411",".768","0.9","13145"
"2009","Brandon Phillips","Reds","153","584","644","161","106","30","5","20","78","98","44","75","25","9",".276",".329",".447",".776","2.7","791"
"1995","Wil Cordero","Expos","131","514","564","147","100","35","2","10","64","49","36","88","9","5",".286",".341",".420",".761","0.0","770"
"2006","Shawn Green","- - -","149","530","588","147","98","31","3","15","73","66","45","82","4","4",".277",".344",".432",".776","-0.7","651"
"2004","Michael Tucker","Giants","140","464","547","119","79","21","6","13","77","62","70","106","5","2",".256",".353",".412",".765","1.5","635"
"1982","Darrell Porter","Cardinals","120","373","445","86","51","18","5","12","46","48","66","66","1","1",".231",".347",".402",".749","2.9","1010450"
"1970","Doug Rader","Astros","156","576","644","145","92","25","3","25","90","87","57","102","3","2",".252",".322",".436",".758","3.5","1010638"
"1976","Lou Brock","Cardinals","133","498","544","150","117","24","5","4","73","67","35","75","56","19",".301",".344",".394",".738","1.9","1001458"
"1961","Gene Freese","Reds","152","575","606","159","104","27","2","26","78","87","27","78","8","2",".277",".307",".466",".774","2.3","1004328"
"2011","Wilson Ramos","Nationals","113","389","435","104","66","22","1","15","48","52","38","76","0","2",".267",".334",".445",".779","4.4","1433"
"1983","Dusty Baker","Dodgers","149","531","616","138","97","25","1","15","71","73","72","59","7","1",".260",".346",".395",".742","1.9","1000450"
"1965","Jim Pagliaroni","Pirates","134","403","452","108","76","15","0","17","42","65","41","84","0","0",".268",".337",".432",".769","3.2","1009958"
"1939","Pinky May","Phillies","135","464","531","133","101","27","3","2","49","62","41","20","4","",".287",".346",".371",".717","1.5","1008309"
"1975","Davey Lopes","Dodgers","155","618","726","162","124","24","6","8","108","41","91","93","77","12",".262",".358",".359",".717","5.1","1007750"
"2016","Martin Prado","Marlins","153","600","658","183","135","37","3","8","70","75","49","69","2","2",".305",".359",".417",".775","3.8","3312"
"1968","Lou Brock","Cardinals","159","660","712","184","118","46","14","6","92","51","46","124","62","12",".279",".328",".418",".746","5.3","1001458"
"2016","John Jaso","Pirates","132","380","432","102","66","25","3","8","45","42","45","74","0","4",".268",".353",".413",".766","0.6","5887"
"2016","Matt Holliday","Cardinals","110","382","426","94","53","20","1","20","48","62","35","71","0","0",".246",".322",".461",".782","0.8","1873"
"1940","Billy Herman","Cubs","135","558","616","163","130","24","4","5","77","57","47","30","1","",".292",".347",".376",".723","3.0","1005692"
"1991","Dave Magadan","Mets","124","418","517","108","81","23","0","4","58","51","83","50","1","1",".258",".378",".342",".721","1.6","1007961"
"1998","Jose Hernandez","Cubs","149","488","533","124","71","23","7","23","76","75","40","140","4","6",".254",".311",".471",".782","2.2","688"
"1957","Stan Lopata","Phillies","116","388","450","92","54","18","2","18","50","67","56","81","2","2",".237",".331",".433",".764","1.7","1007749"
"2002","Juan Encarnacion","- - -","152","584","644","158","107","22","5","24","77","85","46","113","21","9",".271",".324",".449",".773","1.6","320"
"1941","Lonny Frey","Reds","146","543","629","138","98","29","5","6","78","59","72","37","16","",".254",".345",".359",".704","3.7","1004343"
"1947","Peanuts Lowrey","Cubs","115","448","493","126","99","17","5","5","56","37","38","26","2","",".281",".339",".375",".714","1.5","1007794"
"1982","Ken Landreaux","Dodgers","129","461","518","131","94","23","7","7","71","50","39","54","31","10",".284",".341",".410",".751","3.1","1007303"
"2016","Brandon Drury","Diamondbacks","134","461","499","130","82","31","1","16","59","53","31","100","1","1",".282",".329",".458",".786","0.3","11615"
"2017","Wil Myers","Padres","155","567","649","138","76","29","3","30","80","74","70","180","20","6",".243",".328",".464",".792","0.9","10047"
"1980","Warren Cromartie","Expos","162","597","657","172","120","33","5","14","74","70","51","64","8","8",".288",".345",".430",".775","1.8","1002786"
"1999","Chris Widger","Expos","124","383","419","101","62","24","1","14","42","56","28","86","1","4",".264",".325",".441",".766","0.9","1541"
"1998","Brad Fullmer","Expos","140","505","547","138","79","44","2","13","58","73","39","70","6","6",".273",".327",".446",".773","0.5","13"
"1938","Jimmy Brown","Cardinals","108","382","413","115","97","12","6","0","50","38","27","9","7","",".301",".350",".364",".714","1.2","1001528"
"1986","Eddie Milner","Reds","145","424","462","110","67","22","6","15","70","47","36","56","18","11",".259",".317",".446",".762","1.5","1008964"
"2012","Pedro Alvarez","Pirates","149","525","586","128","72","25","1","30","64","85","57","180","1","0",".244",".317",".467",".784","2.5","2495"
"1935","Gus Mancuso","Giants","128","447","489","133","108","18","2","5","33","56","30","16","1","",".298",".342",".380",".722","1.7","1008051"
"1991","Bill Doran","Reds","111","361","410","101","81","12","2","6","51","35","46","39","5","4",".280",".359",".374",".732","1.3","1003406"
"1985","Bill Madlock","- - -","144","513","577","141","101","27","1","12","69","56","49","53","10","4",".275",".345",".402",".747","2.2","1007957"
"2019","Manny Machado","Padres","156","587","661","150","95","21","2","32","81","85","65","128","5","3",".256",".334",".462",".796","3.1","11493"
"1979","Richie Hebner","Mets","136","473","550","127","90","25","2","10","54","79","59","59","3","1",".268",".354",".393",".747","2.2","1005571"
"2012","Jose Reyes","Marlins","160","642","716","184","124","37","12","11","86","57","63","56","40","11",".287",".347",".433",".780","3.8","1736"
"1953","Rip Repulski","Cardinals","153","567","614","156","112","25","4","15","75","66","33","71","3","6",".275",".325",".413",".738","1.4","1010842"
"1966","John Bateman","Astros","131","433","468","121","77","24","3","17","39","70","20","74","0","0",".279",".315",".467",".781","2.7","1000653"
"1940","Cookie Lavagetto","Dodgers","118","448","523","115","87","21","3","4","56","43","70","32","4","",".257",".361",".344",".705","1.0","1007386"
"1948","Frankie Gustine","Pirates","131","449","499","120","90","19","2","9","68","42","42","62","5","",".267",".333",".379",".711","1.8","1005152"
"1935","George Watkins","Phillies","150","600","655","162","115","25","5","17","80","76","40","78","3","",".270",".320",".413",".733","-0.2","1013671"
"1982","Tony Pena","Pirates","138","497","523","147","104","28","4","11","53","63","17","57","2","5",".296",".323",".435",".758","3.7","1010153"
"1951","Don Mueller","Giants","122","469","493","130","97","10","7","16","58","69","19","13","1","1",".277",".307",".431",".737","1.5","1009278"
"1973","Willie Davis","Dodgers","152","599","641","171","117","29","9","16","82","77","29","62","17","5",".285",".320",".444",".764","3.9","1003088"
"2015","Yasmani Grandal","Dodgers","115","355","426","83","55","12","0","16","43","47","65","92","0","1",".234",".353",".403",".756","5.2","11368"
"1997","Henry Rodriguez","Expos","132","476","523","116","59","28","3","26","55","83","42","149","3","3",".244",".306",".479",".785","1.5","1427"
"2011","Emilio Bonifacio","Marlins","152","565","641","167","129","26","7","5","78","36","59","129","40","11",".296",".360",".393",".753","2.9","4054"
"1963","Lee Maye","Braves","124","442","487","120","80","22","7","11","67","34","36","52","14","2",".271",".329",".428",".756","3.4","1008294"
"2016","Cesar Hernandez","Phillies","155","547","622","161","130","14","11","6","67","39","66","116","17","13",".294",".371",".393",".764","3.8","10556"
"2015","Joc Pederson","Dodgers","151","480","585","101","55","19","1","26","67","54","92","170","4","7",".210",".346",".417",".763","3.1","11899"
"1947","Eddie Waitkus","Cubs","130","514","554","150","114","28","6","2","60","35","32","17","3","",".292",".336",".381",".717","0.9","1013493"
"1937","Johnny McCarthy","Giants","114","420","455","117","85","19","3","10","53","65","24","37","2","",".279",".322",".410",".732","1.4","1008375"
"1966","Vada Pinson","Reds","156","618","669","178","121","35","6","16","70","76","33","83","18","10",".288",".326",".442",".768","2.5","1010360"
"1982","George Hendrick","Cardinals","136","515","569","145","101","20","5","19","65","104","37","80","3","2",".282",".323",".450",".773","1.5","1005642"
"1959","Wally Post","Phillies","132","468","510","119","74","17","6","22","62","94","36","101","0","0",".254",".310",".457",".767","0.7","1010468"
"1949","Chuck Diering","Cardinals","131","369","409","97","65","21","8","3","60","38","35","49","1","",".263",".328",".388",".716","0.8","1003287"
"1988","Ron Gant","Braves","146","563","618","146","91","28","8","19","85","60","46","118","19","10",".259",".317",".439",".755","1.8","1032"
"2008","James Loney","Dodgers","161","595","651","172","118","35","6","13","66","90","45","85","7","4",".289",".338",".434",".772","-0.4","4556"
"1986","Bill Doran","Astros","145","550","642","152","114","29","3","6","92","37","81","57","42","19",".276",".368",".373",".741","3.3","1003406"
"1936","Augie Galan","Cubs","145","575","649","152","114","26","4","8","74","81","67","50","16","",".264",".344",".365",".709","2.0","1004440"
"2011","Gerardo Parra","Diamondbacks","141","445","493","130","94","20","8","8","55","46","43","82","15","1",".292",".357",".427",".784","2.6","8553"
"1978","Joe Morgan","Reds","132","441","533","104","64","27","0","13","68","75","79","40","19","5",".236",".347",".385",".733","1.5","1009179"
"1994","Steve Finley","Astros","94","373","417","103","71","16","5","11","64","33","28","52","13","7",".276",".329",".434",".764","2.3","54"
"2018","Chris Taylor","Dodgers","155","536","604","136","76","35","8","17","85","63","55","178","9","6",".254",".331",".444",".775","3.1","13757"
"1984","Jerry Mumphrey","Astros","151","524","586","152","120","20","3","9","66","83","56","79","15","7",".290",".355",".391",".746","2.6","1009314"
"1966","Deron Johnson","Reds","142","505","554","130","78","25","3","24","75","81","39","87","1","2",".257",".309",".461",".771","0.3","1006444"
"1962","Leo Cardenas","Reds","153","589","647","173","128","31","4","10","77","60","39","99","2","5",".294",".341",".411",".752","4.1","1001938"
"2012","Chris Johnson","- - -","136","488","528","137","89","28","5","15","48","76","31","132","5","1",".281",".326",".451",".777","1.4","1191"
"2010","Angel Pagan","Mets","151","579","633","168","119","31","7","11","80","69","44","97","37","9",".290",".340",".425",".765","4.9","2918"
"2016","Adrian Gonzalez","Dodgers","156","568","633","162","113","31","0","18","69","90","55","117","0","2",".285",".349",".435",".784","1.3","1908"
"1981","Chris Chambliss","Braves","107","404","455","110","75","25","2","8","44","51","44","41","4","1",".272",".343",".403",".746","1.5","1002119"
"1989","Dickie Thon","Phillies","136","435","472","118","81","18","4","15","45","60","33","81","6","3",".271",".321",".434",".755","2.3","1013033"
"1987","John Shelby","Dodgers","120","476","518","132","85","26","0","21","61","69","31","97","16","6",".277",".317",".464",".782","2.4","1011853"
"1940","Ival Goodman","Reds","136","519","594","134","96","20","6","12","78","63","60","54","9","",".258",".335",".389",".724","1.9","1004857"
"1943","Frankie Gustine","Pirates","112","414","454","120","96","21","3","0","40","43","32","36","12","",".290",".341",".355",".696","2.1","1005152"
"2013","Juan Uribe","Dodgers","132","388","426","108","72","22","2","12","47","50","30","81","5","0",".278",".331",".438",".769","3.8","454"
"1967","Bob Aspromonte","Astros","137","486","540","143","108","24","5","6","51","58","45","44","2","2",".294",".354",".401",".755","1.8","1000341"
"1999","Eric Young","Dodgers","119","456","534","128","100","24","2","2","73","41","63","26","51","22",".281",".371",".355",".726","1.8","716"
"1958","Daryl Spencer","Giants","148","539","626","138","96","20","5","17","71","74","73","60","1","0",".256",".343",".406",".750","3.1","1012321"
"1990","Paul O'Neill","Reds","145","503","564","136","92","28","0","16","59","78","53","103","13","11",".270",".339",".421",".761","1.3","1009818"
"2009","Luis Castillo","Mets","142","486","580","147","131","12","3","1","77","40","69","58","20","6",".302",".387",".346",".732","1.5","513"
"2000","Eric Karros","Dodgers","155","584","663","146","86","29","0","31","84","106","63","122","4","3",".250",".321",".459",".780","1.5","659"
"1969","Curt Blefary","Astros","155","542","632","137","92","26","7","12","66","67","77","79","8","7",".253",".347",".393",".740","1.8","1001068"
"1947","Buddy Kerr","Giants","138","547","596","157","122","23","5","7","73","49","36","49","2","",".287",".331",".386",".717","2.4","1006870"
"1977","Garry Maddox","Phillies","139","571","604","167","116","27","10","14","85","74","24","58","22","6",".292",".323",".448",".772","3.5","1007948"
"1999","Jose Hernandez","- - -","147","508","568","135","94","20","2","19","79","62","52","145","11","3",".266",".339",".425",".764","1.9","688"
"2006","Shane Victorino","Phillies","153","415","462","119","86","19","8","6","70","46","24","54","4","3",".287",".346",".414",".760","2.7","1677"
"1984","Jason Thompson","Pirates","154","543","636","138","99","22","0","17","61","74","87","73","0","0",".254",".357",".389",".746","1.6","1013014"
"1944","Jimmy Wasdell","Blue Jays","133","451","509","125","99","20","3","3","47","40","45","17","0","",".277",".344",".355",".699","0.7","1013647"
"2016","David Freese","Pirates","141","437","492","118","82","23","0","13","63","55","45","142","0","0",".270",".352",".412",".764","1.6","9549"
"1988","Kevin Mitchell","Giants","148","505","566","127","76","25","7","19","60","80","48","85","5","5",".251",".319",".442",".760","2.6","1009004"
"1998","Quilvio Veras","Padres","138","517","612","138","106","24","2","6","79","45","84","78","24","9",".267",".373",".356",".729","3.0","1013404"
"2004","Pedro Feliz","Giants","144","503","531","139","81","33","3","22","72","84","23","85","5","2",".276",".305",".485",".790","1.7","1112"
"2012","Neil Walker","Pirates","129","472","530","132","91","27","0","14","62","69","47","104","7","5",".280",".342",".426",".768","2.4","7539"
"2001","Lee Stevens","Expos","152","542","628","133","72","35","1","25","77","95","74","157","2","1",".245",".338",".452",".790","-0.5","796"
"2019","Kolten Wong","Cardinals","148","478","549","136","96","25","4","11","61","59","47","83","24","4",".285",".361",".423",".784","3.7","12532"
"1986","Ken Oberkfell","Braves","151","503","596","136","104","24","3","5","62","48","83","40","7","4",".270",".373",".360",".733","2.9","1009677"
"1968","Johnny Callison","Phillies","121","398","448","97","61","18","4","14","46","40","42","70","4","3",".244",".319",".415",".734","1.9","1001851"
"1963","Donn Clendenon","Pirates","154","563","614","155","105","28","7","15","65","57","39","136","22","13",".275",".326",".430",".756","2.4","1002345"
"2002","Tino Martinez","Cardinals","150","511","576","134","87","25","1","21","63","75","58","71","3","2",".262",".337",".438",".776","1.3","1168"
"1952","Gus Bell","Pirates","131","468","510","117","75","21","5","16","53","59","36","72","1","4",".250",".306",".419",".725","0.0","1000809"
"2004","Jeff Conine","Marlins","140","521","579","146","96","35","1","14","55","83","48","78","5","5",".280",".340",".432",".772","1.6","131"
"1986","Bob Brenly","Giants","149","472","560","116","74","26","0","16","60","62","74","97","10","6",".246",".350",".403",".752","2.8","1001386"
"2012","Angel Pagan","Giants","154","605","659","174","113","38","15","8","95","56","48","97","29","7",".288",".338",".440",".778","4.6","2918"
"1983","Eddie Milner","Reds","146","502","584","131","93","23","6","9","77","33","68","60","41","12",".261",".350",".384",".734","3.7","1008964"
"1978","Keith Hernandez","Cardinals","159","542","633","138","91","32","4","11","90","64","82","68","13","5",".255",".351",".389",".741","2.2","1005706"
"2005","Mike Piazza","Mets","113","398","442","100","58","23","0","19","41","62","41","67","0","0",".251",".326",".452",".778","0.9","893"
"2014","Aramis Ramirez","Brewers","133","494","531","141","102","23","1","15","47","66","21","75","3","0",".285",".330",".427",".757","1.7","1002"
"1990","Vince Coleman","Cardinals","124","497","539","145","112","18","9","6","73","39","35","88","77","17",".292",".340",".400",".741","3.3","1002433"
"1955","Bill Virdon","Cardinals","144","534","586","150","109","18","6","17","58","68","36","64","2","4",".281",".322",".433",".755","1.1","1013437"
"1981","Jose Cruz","Astros","107","409","451","109","75","16","5","13","53","55","35","49","5","7",".267",".319",".425",".745","2.8","1002841"
"1948","Johnny Blatnik","Phillies","121","415","453","108","67","27","8","6","56","45","31","77","3","",".260",".315",".407",".722","0.5","1001060"
"1959","Gino Cimoli","Cardinals","143","519","569","145","90","40","7","8","61","72","37","83","7","0",".279",".327",".430",".757","0.6","1002241"
"1935","Sammy Byrd","Reds","121","416","460","109","71","25","4","9","51","52","37","51","4","",".262",".322",".406",".729","1.1","1001796"
"2001","Travis Lee","Phillies","157","555","640","143","87","34","2","20","75","90","71","109","3","4",".258",".341",".434",".775","1.2","958"
"1940","Max West","Bees","139","524","590","137","98","27","5","7","72","72","65","54","2","",".261",".344",".372",".716","1.8","1013809"
"1985","Pete Rose","Reds","119","405","501","107","91","12","2","2","60","46","86","35","8","1",".264",".395",".319",".713","0.8","1011217"
"1965","Rusty Staub","Astros","131","410","470","105","70","20","1","14","43","63","52","57","3","0",".256",".339",".412",".751","1.6","1012440"
"1988","Mike Marshall","Dodgers","144","542","577","150","101","27","2","20","63","82","24","93","4","1",".277",".314",".445",".758","2.5","1008145"
"1983","Bill Doran","Astros","154","535","629","145","118","12","7","8","70","39","86","67","12","12",".271",".371",".364",".736","4.4","1003406"
"1986","R.J. Reynolds","Pirates","118","402","449","108","67","30","2","9","63","48","40","78","16","9",".269",".335",".420",".755","1.2","1010872"
"1991","Luis Gonzalez","Astros","137","473","526","120","70","28","9","13","51","69","40","101","10","7",".254",".320",".433",".753","3.4","55"
"2011","Dan Uggla","Braves","161","600","672","140","81","22","1","36","88","82","62","156","1","3",".233",".311",".453",".764","2.3","3442"
"2009","John Baker","Marlins","112","373","423","101","67","25","0","9","59","50","41","89","0","0",".271",".349",".410",".759","0.9","4756"
"1991","Dave Martinez","Expos","124","396","427","117","87","18","5","7","47","42","20","54","16","7",".295",".332",".419",".751","1.9","1008160"
"2008","Aaron Miles","Cardinals","134","379","408","120","99","15","2","4","49","31","23","37","3","3",".317",".355",".398",".753","1.6","1844"
"1952","Willard Marshall","- - -","128","463","513","121","82","27","2","10","57","57","41","25","0","1",".261",".324",".393",".717","0.7","1008148"
"1966","Jimmy Wynn","Astros","105","418","467","107","67","21","1","18","62","62","41","81","13","10",".256",".321",".440",".761","2.9","1014313"
"1947","Terry Moore","Cardinals","127","460","508","130","105","17","1","7","61","45","38","39","1","",".283",".339",".370",".708","1.0","1009128"
"2007","Mike Jacobs","Marlins","114","426","460","113","67","27","2","17","57","54","31","101","1","2",".265",".317",".458",".775","-0.5","2231"
"1940","Jo-Jo Moore","Giants","138","543","605","150","107","33","4","6","83","46","43","30","7","",".276",".337",".385",".722","1.2","1009117"
"1997","Bernard Gilkey","Mets","145","518","606","129","79","31","1","18","85","78","70","111","7","11",".249",".338",".417",".755","2.4","1004706"
"1977","Gene Richards","Padres","146","525","591","152","120","16","11","5","79","32","60","80","56","12",".290",".363",".390",".754","2.3","1010907"
"2016","Matt Kemp","- - -","156","623","672","167","93","39","0","35","89","108","36","156","1","0",".268",".304",".499",".803","0.8","5631"
"1999","Mark Loretta","Brewers","153","587","664","170","126","34","5","5","93","67","52","59","4","1",".290",".354",".390",".744","0.3","1383"
"1933","Pie Traynor","Pirates","154","624","676","190","156","27","6","1","85","82","35","24","5","",".304",".342",".372",".714","2.8","1013165"
"1950","Connie Ryan","- - -","126","439","513","109","78","20","5","6","57","49","64","55","4","",".248",".348",".358",".705","0.8","1011335"
"1986","Barry Bonds","Pirates","113","413","484","92","47","26","3","16","72","48","65","102","36","7",".223",".330",".416",".746","3.3","1109"
"1974","Willie Davis","Expos","153","611","654","180","132","27","9","12","86","89","27","69","25","7",".295",".322",".427",".749","2.5","1003088"
"1993","Andujar Cedeno","Astros","149","505","569","143","104","24","4","11","69","56","48","97","9","7",".283",".346",".412",".758","2.9","1002099"
"2015","Odubel Herrera","Phillies","147","495","537","147","106","30","3","8","64","41","28","129","16","8",".297",".344",".418",".762","3.8","11476"
"2018","Carlos Santana","Phillies","161","560","679","128","74","28","2","24","82","86","110","93","2","1",".229",".352",".414",".766","1.8","2396"
"1957","Dee Fondy","- - -","106","374","408","117","96","16","3","2","45","37","25","68","12","7",".313",".354",".388",".742","0.9","1004204"
"2013","Neil Walker","Pirates","133","478","551","120","76","24","4","16","62","53","50","85","1","2",".251",".339",".418",".757","2.4","7539"
"2016","J.T. Realmuto","Marlins","137","509","545","154","112","31","0","11","60","48","28","100","12","4",".303",".343",".428",".771","2.1","11739"
"1979","Darrell Evans","Giants","160","562","661","142","100","23","2","17","68","70","91","80","6","7",".253",".356",".391",".748","2.5","1003864"
"2007","Geoff Jenkins","Brewers","132","420","464","107","60","24","2","21","45","64","32","116","2","2",".255",".319",".471",".790","1.2","690"
"1966","Johnny Callison","Phillies","155","612","677","169","111","40","7","11","93","55","56","83","8","8",".276",".338",".418",".756","2.6","1001851"
"1984","Hubie Brooks","Mets","153","561","613","159","118","23","2","16","61","73","48","79","6","5",".283",".341",".417",".758","2.5","1001472"
"1974","Del Unser","Phillies","142","454","516","120","86","18","5","11","72","61","50","62","6","4",".264",".337",".399",".736","1.5","1013286"
"2008","Jay Bruce","Reds","108","413","452","105","66","17","1","21","63","52","33","110","4","6",".254",".314",".453",".767","0.8","9892"
"1996","Devon White","Marlins","146","552","611","151","91","37","6","17","77","84","38","99","22","6",".274",".325",".455",".779","3.2","1013862"
"1964","Willie McCovey","Giants","130","364","434","80","47","14","1","18","55","54","61","73","2","1",".220",".336",".412",".748","0.3","1008423"
"2002","David Bell","Giants","154","552","629","144","93","29","2","20","82","73","55","80","1","2",".261",".334",".429",".763","3.1","1108"
"1984","Mike Marshall","Dodgers","134","495","541","127","79","27","0","21","68","65","40","93","4","3",".257",".315",".438",".753","1.7","1008145"
"1933","Al Lopez","Dodgers","126","372","403","112","94","11","4","3","39","41","21","39","10","",".301",".338",".376",".715","2.4","1007751"
"1976","Dave Concepcion","Reds","152","576","636","162","118","28","7","9","74","69","49","68","21","10",".281",".335",".401",".736","4.6","1002494"
"2015","A.J. Pierzynski","Braves","113","407","436","122","88","24","1","9","38","49","19","37","0","2",".300",".339",".430",".769","0.9","746"
"1988","Phil Bradley","Phillies","154","569","649","150","104","30","5","11","77","56","54","106","11","9",".264",".341",".392",".733","2.2","1001313"
"1933","Don Hurst","Phillies","147","550","610","147","104","27","8","8","58","76","48","32","3","",".267",".327",".389",".716","0.6","1006223"
"1969","Willie Crawford","Dodgers","129","389","440","96","63","17","5","11","64","41","49","85","4","5",".247",".331",".401",".732","1.9","1002750"
"2018","Brian Anderson","Marlins","156","590","670","161","112","34","4","11","87","65","62","129","2","4",".273",".357",".400",".757","3.4","18289"
"1974","Cesar Geronimo","Reds","150","474","530","133","101","17","8","7","73","54","46","96","9","5",".281",".345",".395",".739","4.3","1004639"
"1993","Luis Alicea","Cardinals","115","362","421","101","76","19","3","3","50","46","47","54","11","1",".279",".362",".373",".735","1.5","584"
"1935","Lew Riggs","Reds","142","532","583","148","109","26","8","5","73","46","43","32","8","",".278",".334",".385",".720","2.2","1010957"
"2011","Carlos Ruiz","Phillies","132","410","472","116","87","23","0","6","49","40","48","48","1","0",".283",".371",".383",".754","1.4","2579"
"1980","Gary Matthews","Braves","155","571","619","159","120","17","3","19","79","75","42","93","11","3",".278",".325",".419",".744","0.6","1008255"
"1985","Chili Davis","Giants","136","481","551","130","90","25","2","13","53","56","62","74","15","7",".270",".349",".412",".761","2.9","1003041"
"1951","Catfish Metkovich","Pirates","120","423","455","124","97","21","3","3","51","40","28","23","3","2",".293",".338",".378",".717","0.6","1008809"
"1973","Jerry Morales","Padres","122","388","420","109","75","23","2","9","47","34","27","55","6","5",".281",".325",".420",".745","1.7","1009138"
"1961","Don Demeter","- - -","121","411","444","103","60","18","4","21","57","70","22","80","2","1",".251",".297",".467",".764","1.1","1003193"
"1952","Peanuts Lowrey","Cardinals","132","374","417","107","86","18","2","1","48","48","34","13","3","2",".286",".352",".353",".705","0.5","1007794"
"2002","Timo Perez","Mets","136","444","481","131","90","27","6","8","52","47","23","36","10","6",".295",".331",".437",".768","1.8","891"
"2016","Adam Duvall","Reds","150","552","608","133","63","31","6","33","85","103","41","164","6","5",".241",".297",".498",".795","2.4","10950"
"1942","Arky Vaughan","Dodgers","128","495","558","137","113","18","4","2","82","49","51","17","8","",".277",".348",".341",".689","2.3","1013377"
"1987","Glenn Hubbard","Braves","141","443","533","117","77","33","2","5","69","38","77","57","1","1",".264",".378",".381",".760","2.4","1006120"
"2018","Jedd Gyorko","Cardinals","125","351","402","92","61","19","1","11","49","47","44","77","2","0",".262",".346",".416",".762","1.5","10816"
"1941","Buddy Hassett","Braves","118","405","449","120","106","9","4","1","59","33","36","15","10","",".296",".354",".346",".699","1.4","1005478"
"1968","Alex Johnson","Reds","149","603","634","188","148","32","6","2","79","58","26","71","16","6",".312",".342",".395",".737","2.7","1006418"
"2015","Dexter Fowler","Cubs","156","596","690","149","95","29","8","17","102","46","84","154","20","7",".250",".346",".411",".757","3.0","4062"
"1939","Jimmy Brown","Cardinals","147","645","695","192","150","31","8","3","88","51","32","18","4","",".298",".335",".384",".719","2.5","1001528"
"2009","Corey Hart","Brewers","115","419","472","109","70","24","3","12","64","48","43","92","11","6",".260",".335",".418",".753","0.5","1945"
"2007","Mike Cameron","Padres","151","571","651","138","78","33","6","21","88","78","67","160","18","5",".242",".328",".431",".759","1.9","1070"
"2015","Pedro Alvarez","Pirates","150","437","491","106","61","18","0","27","60","77","48","131","2","0",".243",".318",".469",".787","0.5","2495"
"2004","Edgardo Alfonzo","Giants","139","519","576","150","112","26","1","11","66","77","46","40","1","1",".289",".350",".407",".757","1.4","859"
"2017","Kyle Schwarber","Cubs","129","422","486","89","42","16","1","30","67","59","59","150","1","1",".211",".315",".467",".782","1.7","16478"
