"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","WAR","playerid"
"2016","Kole Calhoun","Angels","157","594","672","161","103","35","5","18","91","75","67","118","2","3",".271",".348",".438",".786","3.5","11200"
"1941","Gee Walker","Indians","121","445","472","126","83","26","11","6","56","48","18","46","12","6",".283",".313",".431",".744","1.5","1013519"
"1980","Rick Peters","Tigers","133","477","546","139","111","19","7","2","79","42","54","48","13","7",".291",".369",".373",".742","2.0","1010237"
"1992","Keith Miller","Royals","106","416","464","118","86","24","4","4","57","38","31","46","16","6",".284",".352",".389",".741","2.1","1008910"
"1964","Bob Chance","Indians","120","390","439","109","78","16","1","14","45","75","40","101","3","3",".279",".346",".433",".780","0.0","1002129"
"2015","Russell Martin","Blue Jays","129","441","507","106","58","23","2","23","76","77","53","106","4","5",".240",".329",".458",".787","4.5","4616"
"2005","Tadahito Iguchi","White Sox","135","511","582","142","96","25","6","15","74","71","47","114","15","5",".278",".342",".438",".780","3.3","8581"
"1942","Lou Finney","Red Sox","113","397","431","113","87","16","7","3","58","61","29","11","3","3",".285",".335",".383",".718","1.4","1004059"
"1988","Ernie Whitt","Blue Jays","127","398","468","100","71","11","2","16","63","70","61","38","4","2",".251",".348",".410",".757","2.8","1013912"
"1991","Steve Sax","Yankees","158","652","707","198","148","38","2","10","85","56","41","38","31","11",".304",".345",".414",".759","3.7","1011481"
"2019","Whit Merrifield","Royals","162","681","735","206","139","41","10","16","105","74","45","126","20","10",".302",".348",".463",".811","2.9","11281"
"2001","Gabe Kapler","Rangers","134","483","556","129","82","29","1","17","77","72","61","70","23","6",".267",".348",".437",".785","0.7","1256"
"1991","Mel Hall","Yankees","141","492","527","140","96","23","2","19","67","80","26","40","0","1",".285",".321",".455",".776","-0.4","1005259"
"1953","Bobby Avila","Indians","141","559","633","160","127","22","3","8","85","55","58","27","10","8",".286",".355",".379",".735","2.8","1000380"
"1976","Cecil Cooper","Red Sox","123","451","483","127","84","22","6","15","66","78","16","62","7","1",".282",".304",".457",".761","1.7","1002592"
"1997","Matt Williams","Indians","151","596","636","157","90","32","3","32","86","105","34","108","12","4",".263",".307",".488",".795","4.1","77"
"1969","Wayne Comer","Pilots","147","481","572","118","84","18","1","15","88","54","82","79","18","7",".245",".354",".380",".735","2.4","1002483"
"2018","Eddie Rosario","Twins","138","559","592","161","104","31","2","24","87","77","30","104","8","2",".288",".323",".479",".803","3.5","12155"
"2003","Angel Berroa","Royals","158","567","635","163","111","28","7","17","92","73","29","100","21","5",".287",".338",".451",".789","2.7","591"
"2014","Yan Gomes","Indians","135","485","518","135","86","25","3","21","61","74","24","120","0","0",".278",".313",".472",".785","5.1","9627"
"2018","Randal Grichuk","Blue Jays","124","424","462","104","46","32","1","25","60","61","27","122","3","2",".245",".301",".502",".803","2.1","10243"
"2014","Adam Eaton","White Sox","123","486","538","146","109","26","10","1","76","35","43","83","15","9",".300",".362",".401",".763","3.7","11205"
"2003","Ramon Hernandez","Athletics","140","483","536","132","86","24","1","21","70","78","33","79","0","0",".273",".331",".458",".789","3.3","918"
"1949","Chuck Kress","White Sox","97","353","409","98","74","17","6","1","45","44","39","44","6","7",".278",".349",".368",".718","0.9","1007159"
"2016","Chris Davis","Orioles","157","566","665","125","66","21","0","38","99","84","88","219","1","0",".221",".332",".459",".792","2.9","9272"
"2001","Ben Grieve","Devil Rays","154","542","639","143","100","30","2","11","72","72","87","159","7","1",".264",".372",".387",".760","1.3","1209"
"1957","Hank Bauer","Yankees","137","479","535","124","75","22","9","18","70","65","42","64","7","2",".259",".321",".455",".776","1.7","1000679"
"2000","Chuck Knoblauch","Yankees","102","400","457","113","84","22","2","5","75","26","46","45","15","7",".283",".366",".385",".751","0.3","609"
"1990","Dave Parker","Brewers","157","610","669","176","122","30","3","21","71","92","41","102","4","7",".289",".330",".451",".781","1.2","1010000"
"2005","Joe Mauer","Twins","131","489","554","144","107","26","2","9","61","55","61","64","13","1",".294",".372",".411",".783","3.4","1857"
"1973","Don Money","Brewers","145","556","627","158","117","28","2","11","75","61","53","53","22","5",".284",".347",".401",".748","2.7","1009052"
"1971","Brooks Robinson","Orioles","156","589","663","160","118","21","1","20","67","92","63","50","0","0",".272",".341",".413",".754","5.8","1011055"
"1967","Joe Foy","Red Sox","130","446","499","112","70","22","4","16","70","49","46","87","8","6",".251",".325",".426",".751","1.8","1004286"
"2007","Jason Kubel","Twins","128","418","466","114","68","31","2","13","49","65","41","79","5","0",".273",".335",".450",".785","0.5","2161"
"2000","Jeff Conine","Orioles","119","409","452","116","81","20","2","13","53","46","36","53","4","3",".284",".341",".438",".779","0.4","131"
"2003","Raul Mondesi","Yankees","98","361","403","93","51","23","3","16","56","49","38","66","17","7",".258",".330",".471",".801","2.4","1314"
"1969","Jim Fregosi","Angels","161","580","685","151","111","22","6","12","78","47","93","86","9","2",".260",".361",".381",".742","4.4","1004330"
"2005","Eric Chavez","Athletics","160","625","694","168","100","40","1","27","92","101","58","129","6","0",".269",".329",".466",".794","5.2","906"
"1969","Bill Melton","White Sox","157","556","628","142","91","26","2","23","67","87","56","106","1","2",".255",".326",".433",".759","1.9","1008754"
"2014","Albert Pujols","Angels","159","633","695","172","106","37","1","28","89","105","48","71","5","1",".272",".324",".466",".790","2.7","1177"
"1944","Oris Hockett","Indians","124","457","497","132","97","29","5","1","47","50","35","27","8","9",".289",".339",".381",".720","1.8","1005877"
"2001","Scott Brosius","Yankees","120","428","478","123","83","25","2","13","57","49","34","83","3","1",".287",".343",".446",".789","2.2","1001477"
"1947","Hank Edwards","Indians","108","393","427","102","72","12","3","15","54","59","31","55","1","3",".260",".315",".420",".735","1.6","1003687"
"1983","Carl Yastrzemski","Red Sox","119","380","437","101","67","24","0","10","38","56","54","29","0","0",".266",".359",".408",".767","0.4","1014326"
"2004","Rondell White","Tigers","121","448","498","121","79","21","2","19","76","67","39","77","1","2",".270",".337",".453",".790","1.3","856"
"2011","Matt Wieters","Orioles","139","500","551","131","81","28","0","22","72","68","48","84","1","0",".262",".328",".450",".778","5.7","4298"
"1986","Oddibe McDowell","Rangers","154","572","643","152","103","24","7","18","105","49","65","112","33","15",".266",".341",".427",".767","3.1","1008474"
"2003","Jeff Conine","Orioles","124","493","547","143","92","33","3","15","75","80","37","60","5","0",".290",".338",".460",".799","1.2","131"
"2005","Torii Hunter","Twins","98","372","416","100","61","24","1","14","63","56","34","65","23","7",".269",".337",".452",".788","2.4","731"
"2018","Matt Olson","Athletics","162","580","660","143","81","33","0","29","85","84","70","163","2","1",".247",".335",".453",".788","3.5","14344"
"1973","George Hendrick","Indians","113","440","473","118","79","18","0","21","64","61","25","71","7","6",".268",".308",".452",".760","0.6","1005642"
"2009","Howie Kendrick","Angels","105","374","400","109","75","21","3","10","61","61","20","71","11","4",".291",".334",".444",".778","2.1","4229"
"1997","Paul Molitor","Twins","135","538","597","164","118","32","4","10","63","89","45","73","11","4",".305",".351",".435",".786","0.7","1009040"
"1977","Doug DeCinces","Orioles","150","522","593","135","85","28","3","19","63","69","64","86","8","8",".259",".339",".433",".772","4.2","1003123"
"1991","Matt Nokes","Yankees","135","456","493","122","78","20","0","24","52","77","25","49","3","2",".268",".308",".469",".778","2.4","1009615"
"1974","Cesar Tovar","Rangers","138","562","629","164","130","24","6","4","78","58","47","33","13","9",".292",".354",".377",".731","2.0","1013142"
"1998","Johnny Damon","Royals","161","642","710","178","120","30","10","18","104","66","58","84","26","12",".277",".339",".439",".779","1.1","185"
"1970","Lou Piniella","Royals","144","542","586","163","123","24","5","11","54","88","35","42","3","6",".301",".342",".424",".767","1.2","1010356"
"1941","Rick Ferrell","- - -","121","387","457","99","75","19","3","2","38","36","67","26","3","1",".256",".366",".336",".702","1.5","1004007"
"2010","John Jaso","Rays","109","339","404","89","63","18","3","5","57","44","59","39","4","0",".263",".372",".378",".750","1.0","5887"
"2018","George Springer","Astros","140","544","620","144","96","26","0","22","102","71","64","122","6","4",".265",".346",".434",".780","2.9","12856"
"1971","George Scott","Red Sox","146","537","590","141","97","16","4","24","72","78","41","102","0","3",".263",".317",".441",".758","2.8","1011682"
"1935","Rollie Hemsley","Browns","144","504","560","146","107","32","7","0","57","48","44","41","3","2",".290",".349",".381",".730","1.1","1005626"
"1985","Paul Molitor","Brewers","140","576","642","171","130","28","3","10","93","48","54","80","21","7",".297",".356",".408",".764","3.5","1009040"
"2007","Mark Ellis","Athletics","150","583","642","161","106","33","3","19","84","76","44","94","9","4",".276",".336",".441",".777","4.4","1443"
"2006","Eric Chavez","Athletics","137","485","576","117","69","24","2","22","74","72","84","100","3","0",".241",".351",".435",".786","3.4","906"
"2014","Lonnie Chisenhall","Indians","142","478","533","134","91","29","1","13","62","59","39","99","3","1",".280",".343",".427",".770","1.6","7571"
"2002","Shea Hillenbrand","Red Sox","156","634","676","186","121","43","4","18","94","83","25","95","4","2",".293",".330",".459",".789","2.2","196"
"1988","Gene Larkin","Twins","149","505","594","135","95","30","2","8","56","70","68","55","3","2",".267",".368",".382",".750","1.3","1007347"
"1996","Matt Mieske","Brewers","127","374","409","104","63","24","3","14","46","64","26","76","1","5",".278",".324",".471",".794","0.7","1008849"
"2013","Victor Martinez","Tigers","159","605","668","182","132","36","0","14","68","83","54","62","0","2",".301",".355",".430",".785","0.8","393"
"2003","Mike Cameron","Mariners","147","534","612","135","81","31","5","18","74","76","70","137","17","7",".253",".344",".431",".774","5.3","1070"
"1983","Gary Ward","Twins","157","623","676","173","115","34","5","19","76","88","44","98","8","1",".278",".326",".440",".766","3.7","1013611"
"2004","David DeJesus","Royals","96","363","413","104","79","15","3","7","58","39","33","53","8","11",".287",".360",".402",".763","0.7","1825"
"1966","Tommie Agee","White Sox","160","629","689","172","115","27","8","22","98","86","41","127","44","18",".273",".326",".447",".773","6.4","1000080"
"1963","Chuck Hinton","Senators","150","566","646","152","105","20","12","15","80","55","64","79","25","9",".269",".340",".426",".766","2.8","1005852"
"2008","Alexei Ramirez","White Sox","136","480","509","139","94","22","2","21","65","77","18","61","13","9",".290",".317",".475",".792","1.0","5133"
"1979","Ron Jackson","Twins","159","583","653","158","99","40","5","14","85","68","51","59","3","1",".271",".337",".429",".766","1.8","1006310"
"1987","Jesse Barfield","Blue Jays","159","590","654","155","99","25","3","28","89","84","58","141","3","5",".263",".331",".458",".788","4.3","1000537"
"1983","Dan Ford","Orioles","103","407","448","114","71","30","4","9","63","55","29","55","9","2",".280",".328",".440",".768","1.4","1004216"
"2014","Brian Dozier","Twins","156","598","707","145","88","33","1","23","112","71","89","129","21","7",".242",".345",".416",".762","4.5","9810"
"1935","Mel Almada","Red Sox","151","607","676","176","137","27","9","3","85","59","55","34","20","9",".290",".350",".379",".729","0.1","1000172"
"2003","Michael Young","Rangers","160","666","713","204","148","33","9","14","106","72","36","103","13","2",".306",".339",".446",".785","2.7","1286"
"1994","Scott Cooper","Red Sox","104","369","406","104","71","16","4","13","49","53","30","65","0","3",".282",".333",".453",".786","2.0","1002600"
"1978","Clint Hurdle","Royals","133","417","481","110","73","25","5","7","48","56","56","84","1","3",".264",".348",".398",".746","1.2","1006216"
"1975","Graig Nettles","Yankees","157","581","647","155","106","24","4","21","71","91","51","88","1","3",".267",".322",".430",".753","4.6","1009517"
"1945","Mickey Rocco","Indians","143","565","628","149","105","28","6","10","81","56","52","40","0","4",".264",".326",".388",".713","2.2","1011085"
"2009","David Murphy","Rangers","128","432","494","116","74","24","1","17","61","57","49","106","9","4",".269",".338",".447",".785","1.3","6035"
"1986","Tony Fernandez","Blue Jays","163","687","727","213","161","33","9","10","91","65","27","52","25","12",".310",".338",".428",".766","4.5","1004002"
"2018","Mallex Smith","Rays","141","480","544","142","103","27","10","2","65","40","47","98","40","12",".296",".367",".406",".773","3.5","13608"
"2005","Julio Lugo","Devil Rays","158","616","690","182","134","36","6","6","89","57","61","72","39","11",".295",".362",".403",".765","4.6","565"
"1961","Gary Geiger","Red Sox","140","499","599","116","71","21","6","18","82","64","87","91","16","4",".232",".349",".407",".756","1.6","1004601"
"1957","Harry Simpson","- - -","125","403","440","109","71","16","9","13","51","63","31","64","1","1",".270",".321",".452",".773","1.4","1011995"
"1947","Johnny Lindell","Yankees","127","476","513","131","95","18","7","11","66","67","32","70","1","2",".275",".322",".412",".734","2.1","1007619"
"1964","Ron Hansen","White Sox","158","575","665","150","102","25","3","20","85","68","73","73","1","0",".261",".347",".419",".766","7.2","1005329"
"2007","Casey Blake","Indians","156","588","662","159","101","36","4","18","81","78","54","123","4","5",".270",".339",".437",".776","2.9","719"
"2014","Brandon Moss","Athletics","147","500","580","117","67","23","2","25","70","81","67","153","1","0",".234",".334",".438",".772","2.7","4467"
"1970","Tony Horton","Indians","115","413","452","111","72","19","3","17","48","59","30","54","3","2",".269",".321",".453",".774","1.0","1006037"
"1986","Ruppert Jones","Angels","126","393","471","90","49","21","3","17","73","49","64","87","10","3",".229",".339",".427",".767","2.3","1006588"
"1977","Fred Lynn","Red Sox","129","497","564","129","77","29","5","18","81","76","51","63","2","3",".260",".327",".447",".774","1.6","1007872"
"1986","Ernie Whitt","Blue Jays","131","395","433","106","69","19","2","16","48","56","35","39","0","1",".268",".326",".448",".774","2.9","1013912"
"1944","Catfish Metkovich","Red Sox","134","549","587","152","107","28","8","9","94","59","31","57","13","4",".277",".319",".406",".725","1.9","1008809"
"1985","Cecil Cooper","Brewers","154","631","674","185","122","39","8","16","82","99","30","77","10","3",".293",".322",".456",".779","1.8","1002592"
"1970","Brooks Robinson","Orioles","158","608","673","168","115","31","4","18","84","94","53","53","1","1",".276",".335",".429",".764","3.9","1011055"
"1954","Ed Fitz Gerald","Senators","115","360","401","104","82","13","5","4","33","40","33","22","0","1",".289",".349",".386",".735","1.5","1004107"
"1997","Luis Alicea","Angels","128","388","471","98","70","16","7","5","59","37","69","65","22","8",".253",".375",".369",".743","2.6","584"
"1938","Pete Fox","Tigers","155","634","675","186","134","35","10","7","91","96","31","39","16","7",".293",".328",".413",".742","-0.1","1004283"
"1975","Bruce Bochte","Angels","107","375","428","107","82","19","3","3","41","48","45","43","3","4",".285",".362",".376",".738","1.3","1001106"
"1991","Bill Pecota","Royals","125","398","448","114","83","23","2","6","53","45","41","45","16","7",".286",".356",".399",".756","2.5","1010117"
"1987","Jim Rice","Red Sox","108","404","459","112","85","14","0","13","66","62","45","77","1","1",".277",".357",".408",".766","0.6","1010897"
"1938","Buster Mills","Browns","123","466","520","133","102","24","4","3","66","46","43","46","7","8",".285",".350",".373",".723","-0.3","1008953"
"2015","Colby Rasmus","Astros","137","432","485","103","53","23","2","25","67","61","47","154","2","1",".238",".314",".475",".789","2.9","9893"
"2005","Dmitri Young","Tigers","126","469","509","127","78","25","3","21","61","72","29","100","1","0",".271",".325",".471",".796","1.5","505"
"1970","Davey Johnson","Orioles","149","530","600","149","111","27","1","10","68","53","66","68","2","1",".281",".360",".392",".753","3.7","1006440"
"1994","Juan Gonzalez","Rangers","107","422","463","116","75","18","4","19","57","85","30","66","6","4",".275",".330",".472",".802","0.7","1251"
"1992","Mike Macfarlane","Royals","129","402","451","94","46","28","3","17","51","48","30","89","1","5",".234",".310",".445",".755","2.2","1007905"
"2013","Coco Crisp","Athletics","131","513","584","134","87","22","3","22","93","66","61","65","21","5",".261",".335",".444",".779","3.7","1572"
"1972","George Scott","Brewers","152","578","629","154","106","24","4","20","71","88","43","130","16","4",".266",".321",".426",".746","4.2","1011682"
"1993","Kirk Gibson","Tigers","116","403","454","105","68","18","6","13","62","62","44","87","15","6",".261",".337",".432",".769","0.5","1004669"
"2017","Shin-Soo Choo","Rangers","149","544","636","142","99","20","1","22","96","78","77","134","12","3",".261",".357",".423",".780","0.5","3174"
"1978","Mike Cubbage","Twins","125","394","444","111","85","12","7","7","40","57","40","44","3","1",".282",".348",".401",".749","2.5","1002846"
"1941","Joe Kuhel","White Sox","153","600","678","150","94","39","5","12","99","63","70","55","20","5",".250",".331",".392",".723","2.1","1007202"
"1953","Clyde Vollmer","- - -","119","408","461","106","77","15","3","11","54","74","49","59","0","2",".260",".343",".392",".736","1.1","1013449"
"1953","Jim Rivera","White Sox","156","567","639","147","94","26","16","11","79","78","53","70","22","15",".259",".329",".420",".749","1.9","1011002"
"1955","Jim Rivera","White Sox","147","454","530","120","82","24","4","10","71","52","62","59","25","16",".264",".352",".401",".753","2.8","1011002"
"1985","Willie Randolph","Yankees","143","497","597","137","109","21","2","5","75","40","85","39","16","9",".276",".382",".356",".738","4.3","1010694"
"2017","Mookie Betts","Red Sox","153","628","712","166","94","46","2","24","101","102","77","79","26","3",".264",".344",".459",".803","5.3","13611"
"2000","Joe Randa","Royals","158","612","665","186","138","29","4","15","88","106","36","66","6","3",".304",".343",".438",".781","2.1","623"
"2006","Ichiro Suzuki","Mariners","161","695","752","224","186","20","9","9","110","49","49","71","45","2",".322",".370",".416",".786","5.6","1101"
"2016","Kendrys Morales","Royals","154","558","618","147","93","24","0","30","65","93","48","120","0","0",".263",".327",".468",".795","0.9","8610"
"1949","Phil Rizzuto","Yankees","153","614","712","169","135","22","7","5","110","65","72","34","18","6",".275",".352",".358",".711","3.6","1011011"
"2003","Eric Byrnes","Athletics","121","414","461","109","61","27","9","12","64","51","42","71","10","2",".263",".333",".459",".792","1.5","905"
"1979","Willie Randolph","Yankees","153","574","682","155","122","15","13","5","98","61","95","39","33","12",".270",".374",".368",".741","5.4","1010694"
"1981","Al Oliver","Rangers","102","421","448","130","96","29","1","4","53","55","24","28","3","0",".309",".348",".411",".759","1.3","1009773"
"2013","James Loney","Rays","158","549","598","164","118","33","0","13","54","75","44","77","3","1",".299",".348",".430",".778","2.2","4556"
"2004","Orlando Hudson","Blue Jays","135","489","551","132","81","32","7","12","73","58","51","98","7","3",".270",".341",".438",".779","3.7","1307"
"1985","Rick Dempsey","Orioles","132","362","420","92","61","19","0","12","54","52","50","87","0","1",".254",".345",".406",".751","2.7","1003203"
"1932","Ossie Bluege","Senators","149","507","614","131","100","22","4","5","64","64","83","41","9","7",".258",".367",".347",".714","2.4","1001090"
"1979","Carney Lansford","Angels","157","654","712","188","134","30","5","19","114","79","39","115","20","8",".287",".329",".436",".764","3.4","1007331"
"1988","Pete O'Brien","Rangers","156","547","628","149","108","24","1","16","57","71","72","73","1","4",".272",".352",".408",".760","3.4","1009700"
"2012","Kendrys Morales","Angels","134","484","522","132","83","26","1","22","61","73","31","116","0","1",".273",".320",".467",".787","1.5","8610"
"1983","John Castino","Twins","142","563","640","156","111","30","4","11","83","57","62","54","4","2",".277",".348",".403",".751","3.7","1002062"
"1977","Roy White","Yankees","143","519","606","139","98","25","2","14","72","52","75","58","18","11",".268",".358",".405",".762","3.0","1013890"
"1943","George McQuinn","Browns","125","449","516","109","76","19","2","12","53","74","56","65","4","3",".243",".327",".374",".701","1.5","1008683"
"1993","Brian Harper","Twins","147","530","573","161","122","26","1","12","52","73","29","29","1","3",".304",".347",".425",".772","2.3","1005376"
"2007","Aubrey Huff","Orioles","151","550","603","154","100","34","5","15","68","72","48","87","1","1",".280",".337",".442",".778","0.8","1213"
"2002","Kenny Lofton","White Sox","93","352","406","91","57","20","6","8","68","42","49","51","22","8",".259",".348",".418",".766","1.9","246"
"1960","Gus Triandos","Orioles","109","364","413","98","68","18","0","12","36","54","41","62","0","0",".269",".343",".418",".761","2.3","1013182"
"2006","Adrian Beltre","Mariners","156","620","681","166","98","39","4","25","88","89","47","118","11","5",".268",".328",".465",".792","4.6","639"
"1993","Dave Winfield","Twins","143","547","594","148","98","27","2","21","72","76","45","106","2","3",".271",".325",".442",".767","0.3","1014127"
"2003","John Olerud","Mariners","152","539","634","145","100","35","0","10","64","83","84","67","0","1",".269",".372",".390",".761","2.1","1093"
"2009","Jacoby Ellsbury","Red Sox","153","624","693","188","143","27","10","8","94","60","49","74","70","12",".301",".355",".415",".770","2.1","4727"
"1965","Albie Pearson","Angels","122","360","421","100","77","17","2","4","41","21","51","17","12","1",".278",".370",".369",".740","2.3","1010108"
"1969","Davey Johnson","Orioles","142","511","580","143","101","34","1","7","52","57","57","52","3","4",".280",".351",".391",".743","3.7","1006440"
"1931","Jack Rothrock","Red Sox","133","475","524","132","93","32","3","4","81","42","47","48","13","7",".278",".343",".383",".726","0.9","1011244"
"2004","Jermaine Dye","Athletics","137","532","590","141","85","29","4","23","87","80","49","128","4","2",".265",".329",".464",".793","1.8","911"
"1972","Ellie Rodriguez","Brewers","116","355","422","101","83","14","2","2","31","35","52","43","1","4",".285",".382",".352",".734","3.3","1011104"
"1969","Bill Freehan","Tigers","143","489","555","128","93","16","3","16","61","49","53","55","1","2",".262",".342",".405",".747","2.9","1004315"
"1945","George Binks","Senators","145","550","594","153","109","32","6","6","62","81","34","52","11","7",".278",".324",".391",".715","2.4","1000973"
"1983","Enos Cabell","Tigers","121","392","420","122","89","23","5","5","62","46","16","41","4","8",".311",".335",".434",".769","2.5","1001804"
"1959","Elston Howard","Yankees","125","443","474","121","73","24","6","18","59","73","20","57","0","1",".273",".306",".476",".783","2.4","1006079"
"1960","Charlie Maxwell","Tigers","134","482","549","114","69","16","5","24","70","81","58","75","5","0",".237",".325",".440",".765","1.8","1008287"
"1968","Boog Powell","Orioles","154","550","634","137","93","21","1","22","60","85","73","97","7","1",".249",".338",".411",".748","2.6","1010482"
"1982","Willie Upshaw","Blue Jays","160","580","646","155","102","25","7","21","77","75","52","91","8","8",".267",".327",".443",".770","1.5","1013293"
"1973","Earl Williams","Orioles","132","459","536","109","68","18","1","22","58","83","66","107","0","2",".237",".333",".425",".758","3.4","1013995"
"1998","Robin Ventura","White Sox","161","590","674","155","99","31","4","21","84","91","79","111","1","1",".263",".349",".436",".785","5.8","854"
"1947","Phil Rizzuto","Yankees","153","549","623","150","113","26","9","2","78","60","57","31","11","6",".273",".350",".364",".714","3.9","1011011"
"1972","Rod Carew","Twins","142","535","591","170","143","21","6","0","61","51","43","60","12","6",".318",".369",".379",".749","4.3","1001942"
"2000","Jose Cruz","Blue Jays","162","603","681","146","78","32","5","31","91","76","71","129","15","5",".242",".323",".466",".789","2.3","1296"
"1967","Brooks Robinson","Orioles","158","610","681","164","112","25","5","22","88","77","54","54","1","3",".269",".328",".434",".763","7.6","1011055"
"1946","Joe Grace","- - -","125","482","535","134","101","24","6","3","60","44","40","39","2","7",".278",".341",".371",".712","1.0","1004913"
"1966","Leon Wagner","Indians","150","549","599","153","110","20","0","23","70","66","46","69","5","2",".279",".334",".441",".775","2.0","1013487"
"1996","Tony Clark","Tigers","100","376","411","94","53","14","0","27","56","72","29","127","0","1",".250",".299",".503",".802","-0.4","182"
"1947","Cass Michaels","White Sox","110","355","404","97","75","15","4","3","31","34","39","28","10","5",".273",".350",".363",".714","1.9","1008836"
"1959","Jim Landis","White Sox","149","515","623","140","102","26","7","5","78","60","78","68","20","9",".272",".370",".379",".749","5.1","1007296"
"2008","Placido Polanco","Tigers","141","580","629","178","133","34","3","8","90","58","35","43","7","1",".307",".350",".417",".768","3.0","1176"
"2015","Josh Reddick","Athletics","149","526","582","143","94","25","4","20","67","77","49","65","10","2",".272",".333",".449",".781","2.8","3892"
"1944","Mickey Rocco","Indians","155","653","721","174","125","29","7","13","87","70","56","51","4","8",".266",".325",".392",".717","2.9","1011085"
"2011","Adam Jones","Orioles","151","567","618","159","106","26","2","25","68","83","29","113","12","4",".280",".319",".466",".785","2.5","6368"
"2007","Dan Johnson","Athletics","117","416","495","98","59","20","1","18","53","62","72","77","0","0",".236",".349",".418",".768","1.0","2167"
"1986","Dwayne Murphy","Athletics","98","329","400","83","60","11","3","9","50","39","56","80","3","1",".252",".364",".386",".750","3.7","1009359"
"2007","Mark Grudzielanek","Royals","116","453","486","137","96","32","3","6","70","51","23","60","1","2",".302",".346",".426",".772","2.6","653"
"2009","Curtis Granderson","Tigers","160","631","710","157","96","23","8","30","91","71","72","141","20","6",".249",".327",".453",".780","3.0","4747"
"1995","Luis Alicea","Red Sox","132","419","511","113","84","20","3","6","64","44","63","61","13","9",".270",".367",".375",".742","1.9","584"
"1953","Sammy White","Red Sox","136","476","515","130","81","34","2","13","59","64","29","48","3","2",".273",".318",".435",".752","1.9","1013892"
"1966","Brooks Robinson","Orioles","157","620","686","167","107","35","2","23","91","100","56","36","2","3",".269",".333",".444",".776","4.6","1011055"
"1934","Jack Saltzgaver","Yankees","94","350","406","95","80","8","1","6","64","36","48","28","8","1",".271",".359",".351",".711","1.4","1011388"
"2007","Josh Fields","White Sox","100","373","418","91","50","17","1","23","54","67","35","125","1","1",".244",".308",".480",".788","0.6","7490"
"1978","Dan Ford","Twins","151","592","654","162","105","36","10","11","78","82","48","88","7","7",".274",".332",".424",".756","0.7","1004216"
"1965","Ken Harrelson","Athletics","150","483","556","115","72","17","3","23","61","66","66","112","9","7",".238",".329",".429",".758","1.7","1005389"
"1966","Tom Tresh","Yankees","151","537","637","125","82","12","4","27","76","68","86","89","5","4",".233",".341",".421",".762","5.2","1013179"
"1983","Pat Putnam","Mariners","144","469","517","126","82","23","2","19","58","67","39","57","2","1",".269",".326",".448",".773","1.1","1010577"
"1983","Harold Baines","White Sox","156","596","655","167","112","33","2","20","76","99","49","85","7","5",".280",".333",".443",".776","2.1","1000434"
"1935","Babe Dahlgren","Red Sox","149","525","596","138","95","27","7","9","77","63","56","67","6","5",".263",".337",".392",".730","-0.6","1002925"
"1976","Sixto Lezcano","Brewers","145","513","580","146","115","19","5","7","53","56","51","111","14","10",".285",".348",".382",".730","2.4","1007593"
"2009","Scott Podsednik","White Sox","132","537","587","163","125","25","6","7","75","48","39","74","30","13",".304",".353",".412",".764","2.0","1095"
"2002","Jay Gibbons","Orioles","136","490","541","121","63","29","1","28","71","69","45","66","1","3",".247",".311",".482",".792","1.6","141"
"1998","Bobby Smith","Devil Rays","117","370","416","102","73","15","3","11","44","55","34","110","5","3",".276",".343",".422",".765","2.4","1493"
"2015","Xander Bogaerts","Red Sox","156","613","654","196","151","35","3","7","84","81","32","101","10","2",".320",".355",".421",".776","4.6","12161"
"1931","Luke Sewell","Indians","108","375","422","103","68","30","4","1","45","53","36","17","1","1",".275",".341",".384",".725","1.0","1011767"
"2008","Ben Francisco","Indians","121","447","499","119","72","32","0","15","65","54","40","86","4","3",".266",".332",".438",".770","1.7","4677"
"1944","Ralph Hodgin","White Sox","121","465","497","137","104","25","7","1","56","51","21","14","3","1",".295",".333",".385",".718","2.6","1005888"
"2004","Garret Anderson","Angels","112","442","475","133","98","20","1","14","57","75","29","75","2","1",".301",".343",".446",".789","0.8","2"
"1974","Steve Braun","Twins","129","453","516","127","106","12","1","8","53","40","56","51","4","4",".280",".361",".364",".726","1.4","1001366"
"2017","Starlin Castro","Yankees","112","443","473","133","98","18","1","16","66","63","23","93","2","0",".300",".338",".454",".792","1.9","4579"
"2007","Reggie Willits","Angels","136","430","518","126","105","20","1","0","74","34","69","83","27","8",".293",".391",".344",".735","1.5","5590"
"1993","Dave Valle","Mariners","135","423","500","109","77","19","0","13","48","63","48","56","1","0",".258",".354",".395",".748","3.3","1013333"
"1974","Mickey Rivers","Angels","118","466","518","133","100","19","11","3","69","31","39","47","30","13",".285",".341",".393",".734","2.5","1011005"
"2006","Kenji Johjima","Mariners","144","506","542","147","103","25","1","18","61","76","20","46","3","1",".291",".332",".451",".783","2.8","5811"
"2018","Joey Wendle","Rays","139","487","545","146","100","33","6","7","62","61","37","96","16","4",".300",".354",".435",".789","3.8","13853"
"1962","Dick McAuliffe","Tigers","139","471","539","124","87","20","5","12","50","63","64","76","4","2",".263",".349",".403",".752","0.3","1008331"
"1977","Dan Ford","Twins","144","453","510","121","78","25","7","11","66","60","41","79","6","4",".267",".338",".426",".764","0.9","1004216"
